Título,Autor,Descripción,Formato,Número de páginas,Fecha de publicación,Calificación promedio,Número de calificaciones,Número de reseñas,URL de la imagen de portada,URL del libro,Categoría
The Full Moon Coffee Shop,Mai Mochizuki,"Translated from the Japanese bestseller, this charming and magical novel, inspired by the myth of cats returning favors to those who care for them, reminds us that it’s never too late to follow our stars.

In Japan cats are a symbol of good luck. As the myth goes, if you are kind to them, they’ll one day return the favor. And if you are kind to the right cat, you might just find yourself invited to a mysterious coffee shop under a glittering Kyoto moon. This particular coffee shop is like no other. It has no fixed location, no fixed hours, and seemingly appears at random to adrift young people at crucial junctions in their lives.

It’s also run by talking cats.

While customers at the Full Moon Coffee Shop partake in cakes, coffees, and teas, the cats also consult them on their star charts, offer cryptic wisdom, and let them know where their lives have veered off course—because every person who visits the shop has been feeling more than a little lost. And for a down-on-her-luck screenwriter, a romantically stuck movie director, a hopeful hairstylist, and a technologically challenged website designer, the feline guides will set them back on their fated paths. After all, there a reason the shop appeared to each of them…",Hardcover,240 pages,"First published July 8, 2020",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1706197915i/202468425.jpg,https://www.goodreads.com/book/show/202468425-the-full-moon-coffee-shop,Fantasy
Vow of the Shadow King,Sylvia Mercedes,"A treacherous bride.

A heartbroken groom.

Is their marriage over before it’s begun?

Her deceit discovered, Faraine finds herself trapped in the Shadow Realm at the mercy of her new husband. She’s surrounded by enemies, far from any allies, and her best bet for survival is to convince Vor to send her home.

But to do so means to give up on the alliance. Which would spell disaster for her people.

With the tremors growing worse and poison spreading through his realm, Vor is more desperate than ever to find a solution. Only, it cannot involve his wife. Vor wants nothing to do with the woman he has inadvertently married. At one time, he thought he might love her, but now? How can love flourish where trust is broken?

When circumstances require them to spend more time together, however, Vor’s blood is stirred in ways he doesn’t like to acknowledge.

Can two lost hearts find healing and hope in one another? Or is their love already poisoned beyond recovery?",Paperback,400 pages,"First published October 10, 2022",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1716520073i/213815420.jpg,https://www.goodreads.com/book/show/213815420-vow-of-the-shadow-king,Fantasy
The Secrets of Flowers,Sally Page,"From the author of the phenomenal bestsellers The Keeper of Stories and The Book of Beginnings comes an utterly beautiful and uplifting novel.

One year on from the death of her husband, Emma feels no closer to moving forward with her life. Seeking distraction, she quits her job and begins working at the local garden centre.

Here, Emma begins to open up and finds herself attending boss Les’ talk on the Titanic. Intrigued, Emma sets out to research who would have arranged the flowers on-board.

Alongside her story unfolds the tale of a stewardess on the Titanic, who Emma can’t help but feel connected to…",Hardcover,350 pages,"First published August 29, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1727004031i/219137136.jpg,https://www.goodreads.com/book/show/219137136-the-secrets-of-flowers,Fiction
The Full Moon Coffee Shop,Mai Mochizuki,"Translated from the Japanese bestseller, this charming and magical novel, inspired by the myth of cats returning favors to those who care for them, reminds us that it’s never too late to follow our stars.

In Japan cats are a symbol of good luck. As the myth goes, if you are kind to them, they’ll one day return the favor. And if you are kind to the right cat, you might just find yourself invited to a mysterious coffee shop under a glittering Kyoto moon. This particular coffee shop is like no other. It has no fixed location, no fixed hours, and seemingly appears at random to adrift young people at crucial junctions in their lives.

It’s also run by talking cats.

While customers at the Full Moon Coffee Shop partake in cakes, coffees, and teas, the cats also consult them on their star charts, offer cryptic wisdom, and let them know where their lives have veered off course—because every person who visits the shop has been feeling more than a little lost. And for a down-on-her-luck screenwriter, a romantically stuck movie director, a hopeful hairstylist, and a technologically challenged website designer, the feline guides will set them back on their fated paths. After all, there a reason the shop appeared to each of them…",Hardcover,240 pages,"First published July 8, 2020",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1706197915i/202468425.jpg,https://www.goodreads.com/book/show/202468425-the-full-moon-coffee-shop,Fiction
Interview with the Devil,Michael Harbron,"""Interview with the Devil' is a chilling masterpiece that captivates and terrifies in equal measure. Joseph Banbury's journey is brilliantly conceived, forcing us to confront our deepest fears and beliefs. Truly amazing."" - Tom Holland (Fright Night, Chucky)

Scrubs Magazine's 2024 Top Read, ""THE BEST HORROR BOOK THIS CENTURY.""

Joseph Banbury's life takes an extraordinary turn when he's drawn into an otherworldly dialogue with the Devil himself. Tasked with documenting this unparalleled interview, Joe dives into a narrative that blurs the lines between myth and reality, good and evil. As he navigates the complexities of the Devil's tales, Joe uncovers secrets that challenge the foundations of his beliefs and the world's understanding of the celestial balance. Faced with a prophetic warning about a pivotal choice that could reshape the universe, Joe's journey becomes a testament to the power of questions and the search for truth. ""Interview with the Devil"" is a compelling tale that invites readers to explore the depths of their convictions and the possibility of redemption in the darkest of narratives. Through a tapestry of philosophical exploration and cosmic intrigue, this novel questions the essence of humanity and the intricate dance of fate and free will.",Kindle Edition,305 pages,"Published May 10, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1715439518i/213223966.jpg,https://www.goodreads.com/book/show/213223966-interview-with-the-devil,Fiction
Big Jim and the White Boy: An American Classic Reimagined,David F. Walker,"A thrilling graphic novel reimagining of The Adventures of Huckleberry Finn that follows Jim, an enslaved man on a journey towards freedom, and his sidekick, Huck, in the antebellum South—from the team behind the Eisner Award–winning The Black Panther Party.

Commonly regarded as one of the great American novels, The Adventures of Huckleberry Finn has captured the hearts and imaginations of readers since 1885. But since its publication, critics have rightfully condemned Mark Twain’s troubling portrayal of Black Americans as stereotypes and caricatures, with contemporary fans searching for a modern update to this iconic tale.

is a radical retelling of this American classic, centering the experiences of Jim, an enslaved Black man in search of his kidnapped wife and children, along with his cheeky sidekick, Huckleberry Finn. Jim and Huck’s high-stakes adventures take them on an epic voyage across the antebellum South and Midwest, through Confederate war camps and runaway safe houses, into Old West standoffs, and on the road as covert Underground Railroad agents. Intertwined into the story of Jim and Huck are the stories of Jim’s descendants in the 1930s, 1980s, and 2020s, making this a multigenerational family epic as well as an adventure story.

With compelling artwork and riveting storytelling, David F. Walker and Marcus Kwame Anderson push the boundaries of in this incredible graphic novel, exploring the triumphs and tribulations of Jim and his family, and finally giving his due as a hero of American literature.",Hardcover,288 pages,"Published October 15, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1718698473i/205436022.jpg,https://www.goodreads.com/book/show/205436022-big-jim-and-the-white-boy,Graphic Novels
Godzilla: The Official Pop-Up Book,Matthew Reinhart,"Unleash the immense power of Godzilla with this pop-up masterpiece by world-renowned paper engineer Matthew Reinhart featuring vintage artwork reinvented for a modern audience. This one-of-a-kind collectible explores the rich history of Godzilla lore in a visual feast worthy of the King of Monsters.

Behold the stunningly stylized renderings of Godzilla and the many monsters from Monster Island in this one-of-a kind collectible. Delve into the lore of the monster with fascinating information and insightful analysis written by an expert in Godzilla's history, while coming face-to-face with the creature in stunning 3-D. Featuring expanding flaps, pull-tab attacks, and one of the tallest pop-ups to ever rise from the depths of a book, this title is a true celebration of the King of Monsters.

A TRUE CLASSIC: Celebrate over 70 years of rich history with the monster that launched a momentous film franchise.

KAIJU POP: Unleash the mighty Godzilla with a standout pop-up that rises over a foot tall off the pages.

A MONSTER PAIRING: Matthew Reinhart's intricate paper engineering mixed with the lush illustrations of Yuko Shimizu brings the classic look of the monster to life in a stunning art piece to enjoy and display.

READ MORE ABOUT IT: Fascinating facts and tantalizing trivia bring the pages to life with an in-depth analysis of Godzilla lore.

THE GODZILLA FILES: Includes over 15 removable documents detailing the history of the creature and its friends and foes.",Hardcover,4 pages,"Published November 12, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1718978237i/212262107.jpg,https://www.goodreads.com/book/show/212262107-godzilla,Graphic Novels
Chickenpox,Remy Lai,"This hilarious and heartwarming contemporary middle-grade graphic novel is about eldest sister Abby, who is sick of being trapped at home with her FOUR younger siblings as they all suffer from the chickenpox―for fans of Guts and Allergic.

All big sister Abby wants is to spend more time with her friends, far away from the sticky fingers and snooping eyes of her annoying brothers and sisters. But when a case of the chickenpox leaves the Lai kids covered in scratchy red spots and stuck at home together for two weeks of nonstop mayhem, Abby thinks this might be the end . . . of her sanity. Yet she feels responsible for the situation since her best friend was Patient Zero and brought chickenpox into their home.

Will the itch to escape her siblings overwhelm Abby or will she realize being a big sister isn’t all bad? Full of heart and hijinks, showcases what gets us through good times and bad: family.",Paperback,240 pages,"Expected publication January 14, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1713632370i/208185056.jpg,https://www.goodreads.com/book/show/208185056-chickenpox,Graphic Novels
Playing Army,Nancy Stroer,"Can you really fake it till you make it? Lieutenant Minerva Mills is about to find out.

It's 1995 and the Army units of Fort Stewart, Georgia, are gearing up to deploy to Bosnia. But Min has no intention of going to war-torn Eastern Europe. Her father disappeared in Vietnam and-longing for some connection to him-she's determined to go on a long-promised tour to Asia. The colonel will only release her on two she ensures the rag-tag Headquarters Company is ready for the peacekeeping mission and she gets her weight within Army regs.

Min only has one summer to kick everyone's butts into shape, but the harder she plays Army, the more the soldiers-and her body-rebel. If she can't even get the other women on her side, much less lose those eight lousy pounds, she'll never have another chance to stand where her father once stood in Vietnam. The colonel may sweep her along to Bosnia or throw her out of the Army altogether. Or Min may be forced to conclude that no amount of faking it will ever be enough to make it and, as was true for her father, the Army is an impossible space for her to occupy.",Paperback,292 pages,"Published June 25, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1716736303i/211147246.jpg,https://www.goodreads.com/book/show/211147246-playing-army,Historical Fiction
The Case of the Missing Maid,Rob Osler,"Chicago, 1898. Harriet Morrow is a new junior detective on the scene in the Windy City—and she’s defying every convention of her time. But can she maintain composure when her first case proves more scandalous than a woman trading skirts for trousers? Rough-around-the-edges Harriet Morrow has long been drawn to the idea of whizzing around the city on her bicycle as a professional detective, solving crimes for a living without having to take a husband. Just twenty-one with a younger brother to support, she seizes the chance when the prestigious Prescott Agency hires her as its first woman operative. The move sparks controversy—with skeptical male colleagues, a high-strung office secretary, and her boss, Mr. Theodore Prescott, all waiting for her to unravel under the pressure . . . Only an hour into the job, Harriet has an Discover the whereabouts of a missing maid from one of the most extravagant mansions on Prairie Avenue. Owner Pearl Bartlett has a reputation for sending operatives on wild goose chases around her grand estate, but Harriet believes the stunningly beautiful Agnes Wozniak has indeed vanished under mysterious circumstances—possibly a victim of kidnapping, possibly a victim of something worse . . . With Mr. Prescott pushing a hard deadline, Harriet’s burgeoning career depends on working through a labyrinth of eccentric characters and murky motives in a race to discover who made Agnes disappear. When her search leads to Chicago’s Polish community and a new friendship in Agnes’s charming older sister, Barbara, clues scattered across the city slowly reveal just how much depends on Harriet’s inexperienced investigation for answers . . . and the deep danger that awaits once she learns the truth.",Hardcover,320 pages,"Expected publication December 24, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1711422543i/210366427.jpg,https://www.goodreads.com/book/show/210366427-the-case-of-the-missing-maid,Historical Fiction
The Matter of the Secret Bride,Darcie Wilde,"Set in Regency London, this charming Jane Austen-inspired mystery series features Rosalind Thorne, a resourceful young woman with a talent for helping ladies of the ton with their most delicate and pressing predicaments. But now she’s faced with a task of royal proportions. Literally. KingGeorge IV is petitioning Parliament for a divorce from his queen on the grounds of her adultery. But rumor has it that the king secretly married Maria Fitzherbert—long before he married the queen. Now Mrs. Fitzherbert has been robbed—and she’s frantically calling on Rosalind for help. Because what those thieves took is proof that she and King George did really marry. That single piece of paper could destroy Mrs. Fitzherbert and her family—or it could prove the king guilty of bigamy. Rosalind races to investigate. With her is ex-Bow Street officer, Adam Harkness, with whom Rosalind shares a complex and rapidly intensifying bond. But a case of theft soon turns to murder . . . Josiah Poole, a disreputable attorney specializing in helping debtors—and who was seen entering Mrs. Fitzherbert’s house—is found brutally murdered. Mrs. Fitzherbert has debts. Could she have staged the theft, and employed Mr. Poole to sell the marriage certificate? Or is the truth even more complicated? Mrs. Fitzherbert’s daughters have secrets of their own. And Poole himself had no shortage of enemies. With suspicious coincidences mounting, and more danger encroaching, Rosalind and Adam must move quickly to unravel a history-making mystery that might just lead them straight to the palace itself . . .",Hardcover,448 pages,"Expected publication December 24, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1711423289i/210366721.jpg,https://www.goodreads.com/book/show/210366721-the-matter-of-the-secret-bride,Historical Fiction
Holy Men of the Electromagnetic Age: A Forgotten History of the Occult,Raphael Cormack,"An international history of the uncanny in the 1920s and 1930s.


The interwar period was a golden age for the occult. Spiritualists, clairvoyants, fakirs, Theosophists, mind readers, and Jinn summoners all set out to assure the masses that just as newly discovered invisible forces of electricity and magnetism determined the world of science, so unseen powers commanded an unknown realm of human potential.


Drawing on untapped sources in Arabic in addition to European ones, Raphael Cormack follows two of the most unusual and charismatic figures of this Tahra Bey, who took 1920s Paris by storm in the role of a missionary from the mystical East, and Dr Dahesh, who transformed Western science to create a panreligious faith of his own in Lebanon. Traveling between Paris, New York, and Beirut while claiming esoteric apprenticeships among miracle-working mystics in Egypt and Istanbul, these men reflected the desires and anxieties of a troubled age. These forgotten holy men, who embodied the allure of the unexplained in a world of dramatic change, intuitively speak to our unsettling world today.",Hardcover,304 pages,"Expected publication March 11, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1719009082i/213395458.jpg,https://www.goodreads.com/book/show/213395458-holy-men-of-the-electromagnetic-age,History
Black in Blues: How a Color Tells the Story of My People,Imani Perry,"A surprising and beautiful meditation on the color blue—and its fascinating role in Black history and culture—from National Book Award winner Imani Perry

Throughout history, the concept of Blackness has been remarkably intertwined with another color: blue. In daily life, it is evoked in countless ways. Blue skies and blue water offer hope for that which lies beyond the current conditions. But blue is also the color of deep melancholy and heartache, echoing Louis Armstrong’s question, “What did I do to be so Black and blue?” In this book, celebrated author Imani Perry uses the world’s favorite color as a springboard for a riveting emotional, cultural, and spiritual journey—an examination of race and Blackness that transcends politics or ideology.

Perry traces both blue and Blackness from their earliest roots to their many embodiments of contemporary culture, drawing deeply from her own life as well as art and history: The dyed indigo cloths of West Africa that were traded for human life in the 16th century. The mixture of awe and aversion in the old-fashioned characterization of dark-skinned people as “Blue Black.” The fundamentally American art form of blues music, sitting at the crossroads of pain and pleasure. The blue flowers Perry plants to honor a loved one gone too soon.

Poignant, spellbinding, and utterly original, Black in Blues is a brilliant new work that could only have come from the mind of one of our greatest writers and thinkers. Attuned to the harrowing and the sublime aspects of the human experience, it is every bit as vivid, rich, and striking as blue itself.",Hardcover,256 pages,"Expected publication January 28, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1726021576i/199534697.jpg,https://www.goodreads.com/book/show/199534697-black-in-blues,History
The Paris Girl,Francelle Bradford White,"Movingly written by her own daughter, this captivating and intimate biography chronicles the astonishing courage Andrée Griotteray, a teenage girl in Nazi-occupied Paris who would become a hero of the French Resistance through her harrowing work as an underground intelligence courier. For readers of Three Ordinary Girls, A Woman of No Importance, Lis Parisiennes, The Girls Who Stepped Out of Line, and the many other untold stories of WWII’s “hidden figures.”

Andrée Griotteray was just 19 when the Germans invaded France and occupied Paris, where she worked as a clerk in the passport office. When her younger brother, Alain, created a resistance network named Orion, Andrée joined his efforts, secretly typing up and printing copies of an underground newspaper, and stealing I.D. cards which allowed scores of Jewish citizens to escape persecution.

Charming and pretty, Andrée nimbly avoided the unwanted attentions of German officers, even as she secretly began working as an undercover courier. Displaying fearlessness in the face of immense pressure, she traveled throughout the county delivering vital intelligence destined for France’s allies—until the day she was betrayed and arrested.

Throughout her ordeal, Andrée stayed composed, refusing to inform on her comrades. Before she was set free, she even duped her interrogators into revealing who had betrayed Orion, and continued her underground activities until France’s liberation.

Weaving in diary entries, letters, and conversations, Andrée’s daughter, Francelle, brings a uniquely personal slant to her mother’s story. The Paris Girl reveals the narrow escapes and moments of terror, the daily acts of bravery and defiance, and the extraordinary courage displayed by Andrée and so many of her contemporaries, that helped turned the tide of war.",Hardcover,256 pages,"Expected publication December 24, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1711421028i/210365293.jpg,https://www.goodreads.com/book/show/210365293-the-paris-girl,History
Dead Folk,Katherine Silva,"Once upon a time, a woman thought she made peace with her grief. As she tended the dying land, she befriended a a symbol that reminded her of her beloved father who died at the hands of a selfish doctor. But grief is perennial and after she loses her new friend, she discovers hope was just an illusion, too. Magic meanders back into her life and with it, a hunger for retribution unlike any felt before.

Dead Folk is John Wick meets His Dark Materials in a sequel from the best-selling May release, Undead Folk.

Coming August 28th, 2024.",Paperback,100 pages,"First published August 28, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1722386728i/217002082.jpg,https://www.goodreads.com/book/show/217002082-dead-folk,Horror
Interview with the Devil,Michael Harbron,"""Interview with the Devil' is a chilling masterpiece that captivates and terrifies in equal measure. Joseph Banbury's journey is brilliantly conceived, forcing us to confront our deepest fears and beliefs. Truly amazing."" - Tom Holland (Fright Night, Chucky)

Scrubs Magazine's 2024 Top Read, ""THE BEST HORROR BOOK THIS CENTURY.""

Joseph Banbury's life takes an extraordinary turn when he's drawn into an otherworldly dialogue with the Devil himself. Tasked with documenting this unparalleled interview, Joe dives into a narrative that blurs the lines between myth and reality, good and evil. As he navigates the complexities of the Devil's tales, Joe uncovers secrets that challenge the foundations of his beliefs and the world's understanding of the celestial balance. Faced with a prophetic warning about a pivotal choice that could reshape the universe, Joe's journey becomes a testament to the power of questions and the search for truth. ""Interview with the Devil"" is a compelling tale that invites readers to explore the depths of their convictions and the possibility of redemption in the darkest of narratives. Through a tapestry of philosophical exploration and cosmic intrigue, this novel questions the essence of humanity and the intricate dance of fate and free will.",Kindle Edition,305 pages,"Published May 10, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1715439518i/213223966.jpg,https://www.goodreads.com/book/show/213223966-interview-with-the-devil,Horror
Womb City,Tlotlo Tsamaase,"WOMB CITY imagines a dark and deadly future Botswana, rich with culture and true folklore, which begs the question: how far must one go to destroy the structures of inequality upon which a society was founded? How far must a mother go to save the life of her child?

Nelah seems to have it all: wealth, fame, a husband, and a child on the way. But in a body her husband controls via microchip and the tailspin of a loveless marriage, her hopes and dreams come to a devastating halt. A drug-fueled night of celebration ends in a hit-and-run. To dodge a sentencing in a society that favors men, Nelah and her side-piece, Janith Koshal, finish the victim off and bury the body.

But the secret claws its way into Nelah's life from the grave. As her victim's vengeful ghost begins exacting a bloody revenge on everyone Nelah holds dear, she'll have to unravel her society's terrible secrets to stop those in power, and become a monster unlike any other to quench the ghost's violent thirst.",Paperback,432 pages,"First published January 23, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1711421339i/210365488.jpg,https://www.goodreads.com/book/show/210365488-womb-city,Horror
I'll Love You Forever: Notes from a K-Pop Fan,Giaae Kwon,"Jia Tolentino’s Trick Mirror meets Cathy Park Hong’s Minor Feelings in a meditation that blends memoir and cultural criticism to explore how the author’s love affair with K-pop has shaped her sense of self, charting K-pop’s complex coming-of-age through some of its biggest idols.

I’ll Love You Forever: Notes from a K-Pop Fan is a smart, poignant, constantly surprising essay collection that considers the collision between stratospherically popular music and our inescapably personal selves. Giaae Kwon explores the influence of K-pop artists, from H.O.T. to Taeyeon to IU to Suga from BTS, and reveals how each one illuminated and shaped her own life.

In centering intimate experiences to explore larger cultural topics, this singular work breaks new ground in its consideration of K-pop. blends the critical with the personal while spanning the history of K-pop from the perspective of a bilingual and bicultural Korean American. Kwon interweaves profiles of different K-pop idols with topics such as Korea’s obsession with academics, and its attitudes toward plastic surgery, and female sexuality and desire, among others. Combining insightful critique and adoring analysis, provides readers with a fuller picture of a culturally and socially complex industry and the machine and heart behind its popularity. Through it all, Kwon offers up the passion of a superfan, finding joy in K-pop along the way.",Hardcover,336 pages,"Expected publication March 18, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1718938531i/211004200.jpg,https://www.goodreads.com/book/show/211004200-i-ll-love-you-forever,Memoir
The River's Daughter,Bridget Crocker,"Recalling memoirs like Wild and Educated, an internationally renowned female whitewater rafting guide offers a powerful, gripping, and inspiring memoir about overcoming hardship and coming into her own through her relationship with the rivers she has known.

After Bridget Crocker’s parents split up in a vicious divorce, she moved with her mother from California to Wyoming, to live in a trailer park near the Snake River. Her childhood was idyllic, with a stepfather she loved and a new baby brother, and with the river as her companion. When her mother suddenly left her stepfather for a hippie eco-warrior, and things went spectacularly wrong, Bridget returned to California to live with her explosive father—until his violence sent her back to Wyoming. The one constant in her life was the Snake River, to whom she confided her deepest feelings.

Being on the water healed Bridget—from abuse, sexual assault, and betrayals by those close to her. She became a world-class whitewater rafting guide—admired and respected by her mostly male counterparts for her grit and her courage. The Snake, the Kern, and the Zambezi River in Zambia allowed her to find herself—to trust her intuition and grow into her powers as a woman, overcoming multi-generational cycles of abuse and educational neglect.

In this propulsive story of finding meaning in a life outdoors, Bridget Crocker not only takes us along with her on exciting and sometimes treacherous adventures on the water but opens up a new way of experiencing the world—through its rivers, which can guide us, just as we can navigate them—and introduces a bold and vibrant new voice in adventure writing.",Hardcover,304 pages,"Expected publication June 3, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1730221274i/214389569.jpg,https://www.goodreads.com/book/show/214389569-the-river-s-daughter,Memoir
If You Would Have Told Me: A Memoir,John Stamos,"New York Times Bestseller

“...I love him, and I respect him, and I need him. We all do.”
—from the foreword by Jamie Lee Curtis

If you would have told a young John Stamos flipping burgers at his dad’s fast-food joint that one day he’d be a household name and that, at the height of his success, he’d be living alone, divorced, with no kids, high on a cocktail of forgetting, he might’ve asked, “You want fries with that?”

John burst onto the scene in , propelling him into the teen idol stratosphere, a place that’s often a point of no return. But Stamos beat the odds and over the past four decades has proved himself to be one of his generation’s most successful and beloved actors. Whether showing off his comedic chops on or his dramatic skills on , pushing the boundaries on Broadway or living out his youthful dreams as an honorary Beach Boy, John has surprised everyone, most of all himself.

A universal story about friendship, love, loss, and the courage to embrace love once more, John Stamos’s memoir is filled with some of the most memorable names in Hollywood, both old and new. Funny, deeply poignant, and brutally honest, is a portrait of a boy who went from believing in Disney magic to a man who learns that we have to create our own magical moments in life.",Paperback,368 pages,"First published October 24, 2023",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1719783808i/203578832.jpg,https://www.goodreads.com/book/show/203578832-if-you-would-have-told-me,Memoir
Deadly Animals,Marie Tierney,"Finding a dead body is not normal. But Ava is not a normal teenager. In this chillingly beautiful mystery, only the obsessive spirit of youth can save a desperate town from the savagery within.

Ava Bonney is a compassionate and studious fourteen-year-old girl with a dark secret: she has an obsessive interest in the macabre. She is fascinated by the rate at which dead animals decompose. The highway she lives by regularly offers up gifts of roadkill, and in the dead of night Ava loves nothing more than to pull her latest discovery into her roadside den and record her findings.

One night, she stumbles across the body of her classmate and, fearing that her secret ritual could be revealed, she makes an anonymous call to the police. But when Detective Seth Delahaye is given the case, Ava won’t step back—not while teenagers continue to go missing.

Racing alongside the police or against them, Ava is determined to figure out who is hunting her classmates before she becomes the next prey. How hard can it be to track a killer?",Hardcover,368 pages,"First published November 12, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1712758755i/203579073.jpg,https://www.goodreads.com/book/show/203579073-deadly-animals,Mystery
The Case of the Missing Maid,Rob Osler,"Chicago, 1898. Harriet Morrow is a new junior detective on the scene in the Windy City—and she’s defying every convention of her time. But can she maintain composure when her first case proves more scandalous than a woman trading skirts for trousers? Rough-around-the-edges Harriet Morrow has long been drawn to the idea of whizzing around the city on her bicycle as a professional detective, solving crimes for a living without having to take a husband. Just twenty-one with a younger brother to support, she seizes the chance when the prestigious Prescott Agency hires her as its first woman operative. The move sparks controversy—with skeptical male colleagues, a high-strung office secretary, and her boss, Mr. Theodore Prescott, all waiting for her to unravel under the pressure . . . Only an hour into the job, Harriet has an Discover the whereabouts of a missing maid from one of the most extravagant mansions on Prairie Avenue. Owner Pearl Bartlett has a reputation for sending operatives on wild goose chases around her grand estate, but Harriet believes the stunningly beautiful Agnes Wozniak has indeed vanished under mysterious circumstances—possibly a victim of kidnapping, possibly a victim of something worse . . . With Mr. Prescott pushing a hard deadline, Harriet’s burgeoning career depends on working through a labyrinth of eccentric characters and murky motives in a race to discover who made Agnes disappear. When her search leads to Chicago’s Polish community and a new friendship in Agnes’s charming older sister, Barbara, clues scattered across the city slowly reveal just how much depends on Harriet’s inexperienced investigation for answers . . . and the deep danger that awaits once she learns the truth.",Hardcover,320 pages,"Expected publication December 24, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1711422543i/210366427.jpg,https://www.goodreads.com/book/show/210366427-the-case-of-the-missing-maid,Mystery
The Matter of the Secret Bride,Darcie Wilde,"Set in Regency London, this charming Jane Austen-inspired mystery series features Rosalind Thorne, a resourceful young woman with a talent for helping ladies of the ton with their most delicate and pressing predicaments. But now she’s faced with a task of royal proportions. Literally. KingGeorge IV is petitioning Parliament for a divorce from his queen on the grounds of her adultery. But rumor has it that the king secretly married Maria Fitzherbert—long before he married the queen. Now Mrs. Fitzherbert has been robbed—and she’s frantically calling on Rosalind for help. Because what those thieves took is proof that she and King George did really marry. That single piece of paper could destroy Mrs. Fitzherbert and her family—or it could prove the king guilty of bigamy. Rosalind races to investigate. With her is ex-Bow Street officer, Adam Harkness, with whom Rosalind shares a complex and rapidly intensifying bond. But a case of theft soon turns to murder . . . Josiah Poole, a disreputable attorney specializing in helping debtors—and who was seen entering Mrs. Fitzherbert’s house—is found brutally murdered. Mrs. Fitzherbert has debts. Could she have staged the theft, and employed Mr. Poole to sell the marriage certificate? Or is the truth even more complicated? Mrs. Fitzherbert’s daughters have secrets of their own. And Poole himself had no shortage of enemies. With suspicious coincidences mounting, and more danger encroaching, Rosalind and Adam must move quickly to unravel a history-making mystery that might just lead them straight to the palace itself . . .",Hardcover,448 pages,"Expected publication December 24, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1711423289i/210366721.jpg,https://www.goodreads.com/book/show/210366721-the-matter-of-the-secret-bride,Mystery
